country,iso3_code,year,crop,element,unit,value,data_status,source_note
Azerbaijan,AZE,2020,Cotton,Yield,kg/ha,1777.1,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Cotton,Yield,kg/ha,1851.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Cotton,Yield,kg/ha,1937.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Cotton,Yield,kg/ha,1902.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Cotton,Yield,kg/ha,2035.7,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Sugar beet,Yield,kg/ha,35961.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Sugar beet,Yield,kg/ha,34064.9,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Sugar beet,Yield,kg/ha,38484.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Sugar beet,Yield,kg/ha,37128.7,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Sugar beet,Yield,kg/ha,33940.6,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Sugar beet,Yield,kg/ha,38473.2,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Sugar beet,Yield,kg/ha,41238.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Sugar beet,Yield,kg/ha,38361.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Sugar beet,Yield,kg/ha,42862.2,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Sugar beet,Yield,kg/ha,41760.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Sugar beet,Yield,kg/ha,46167.2,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Sunflower seed,Yield,kg/ha,1796.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Sunflower seed,Yield,kg/ha,1783.7,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Sunflower seed,Yield,kg/ha,1847.7,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Sunflower seed,Yield,kg/ha,1936.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Sunflower seed,Yield,kg/ha,1733.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Sunflower seed,Yield,kg/ha,2029.2,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Sunflower seed,Yield,kg/ha,1834.3,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Sunflower seed,Yield,kg/ha,2004.7,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Sunflower seed,Yield,kg/ha,2305.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Sunflower seed,Yield,kg/ha,2072.7,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Sunflower seed,Yield,kg/ha,2301.3,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Wheat,Production,tonnes,1729460.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Wheat,Production,tonnes,1755960.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Wheat,Production,tonnes,1823920.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Wheat,Production,tonnes,1757825.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Wheat,Production,tonnes,1487454.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Wheat,Production,tonnes,1792603.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Wheat,Production,tonnes,1750090.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Wheat,Production,tonnes,1829777.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Wheat,Production,tonnes,1981209.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Wheat,Production,tonnes,1964114.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Wheat,Production,tonnes,2219608.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Barley,Production,tonnes,821266.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Barley,Production,tonnes,799385.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Barley,Production,tonnes,909398.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Barley,Production,tonnes,848572.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Barley,Production,tonnes,812556.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Barley,Production,tonnes,899984.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Barley,Production,tonnes,881598.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Barley,Production,tonnes,974610.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Barley,Production,tonnes,1055785.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Barley,Production,tonnes,933054.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Barley,Production,tonnes,1089514.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Maize,Production,tonnes,214316.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Maize,Production,tonnes,223008.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Maize,Production,tonnes,212867.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Maize,Production,tonnes,233744.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Maize,Production,tonnes,203777.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Maize,Production,tonnes,255081.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Maize,Production,tonnes,241067.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Maize,Production,tonnes,268695.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Maize,Production,tonnes,293630.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Maize,Production,tonnes,268226.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Maize,Production,tonnes,318101.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Potatoes,Production,tonnes,953012.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Potatoes,Production,tonnes,980884.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Potatoes,Production,tonnes,1087303.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Potatoes,Production,tonnes,975851.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Potatoes,Production,tonnes,1004638.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Potatoes,Production,tonnes,1048965.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Potatoes,Production,tonnes,1015795.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Potatoes,Production,tonnes,1104989.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Potatoes,Production,tonnes,1188651.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Potatoes,Production,tonnes,1042424.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Potatoes,Production,tonnes,1099300.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Vegetables,Production,tonnes,1301458.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Vegetables,Production,tonnes,1400724.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Vegetables,Production,tonnes,1413392.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Vegetables,Production,tonnes,1446043.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Vegetables,Production,tonnes,1323476.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Vegetables,Production,tonnes,1498021.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Vegetables,Production,tonnes,1465699.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Vegetables,Production,tonnes,1569906.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Vegetables,Production,tonnes,1747455.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Vegetables,Production,tonnes,1679088.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Vegetables,Production,tonnes,1855483.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Fruits and berries,Production,tonnes,1200911.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Fruits and berries,Production,tonnes,1073295.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Fruits and berries,Production,tonnes,1146182.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Fruits and berries,Production,tonnes,1224305.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Fruits and berries,Production,tonnes,1248429.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Fruits and berries,Production,tonnes,1206217.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Fruits and berries,Production,tonnes,1260533.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Fruits and berries,Production,tonnes,1299727.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Fruits and berries,Production,tonnes,1404678.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Fruits and berries,Production,tonnes,1361370.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Fruits and berries,Production,tonnes,1499323.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Grapes,Production,tonnes,140413.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Grapes,Production,tonnes,157903.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Grapes,Production,tonnes,144828.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Grapes,Production,tonnes,178162.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Grapes,Production,tonnes,155920.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Grapes,Production,tonnes,170044.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Grapes,Production,tonnes,154080.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Grapes,Production,tonnes,174775.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Grapes,Production,tonnes,183192.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Grapes,Production,tonnes,184195.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Grapes,Production,tonnes,197377.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Cotton,Production,tonnes,36712.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Cotton,Production,tonnes,41397.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Cotton,Production,tonnes,46193.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Cotton,Production,tonnes,50070.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Cotton,Production,tonnes,49905.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Cotton,Production,tonnes,63293.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Cotton,Production,tonnes,65548.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Cotton,Production,tonnes,78133.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Cotton,Production,tonnes,88770.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Cotton,Production,tonnes,93056.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Cotton,Production,tonnes,96930.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Sugar beet,Production,tonnes,181164.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Sugar beet,Production,tonnes,180445.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Sugar beet,Production,tonnes,204687.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Sugar beet,Production,tonnes,205795.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Sugar beet,Production,tonnes,195662.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Sugar beet,Production,tonnes,232583.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Sugar beet,Production,tonnes,248131.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Sugar beet,Production,tonnes,244401.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Sugar beet,Production,tonnes,277947.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Sugar beet,Production,tonnes,279163.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Sugar beet,Production,tonnes,317044.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Sunflower seed,Production,tonnes,20166.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Sunflower seed,Production,tonnes,19733.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Sunflower seed,Production,tonnes,21135.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Sunflower seed,Production,tonnes,22270.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Sunflower seed,Production,tonnes,20528.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Sunflower seed,Production,tonnes,25146.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Sunflower seed,Production,tonnes,23111.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Sunflower seed,Production,tonnes,25248.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Sunflower seed,Production,tonnes,29110.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Sunflower seed,Production,tonnes,26421.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Sunflower seed,Production,tonnes,31339.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
